Oct 25 2014 14:30:00,Cheshire Wire II,81,40,Bury Blue Devils,Priestley College
Nov 8 2014 12:15:00,Oldham Titans,64,55,Cheshire Wire II,Oldham Sixth Form College
Nov 15 2014 12:00:00,Cheshire Wire II,95,53,Sefton Stars,Priestley College
Dec 13 2014 15:30:00,Manchester Magic II,54,83,Cheshire Wire II,Amaechi Basketball Centre
Dec 20 2014 12:00:00,Cheshire Wire II,100,94,Childwall Academy,Hawthorns Sports Centre
