Cheshire Wire,9,1,0,0.9,1145,339,806,28
Manchester Magic,7,0,0,1,668,264,404,21
Trafford,5,3,0,0.625,407,562,-155,18
Cheshire Panthers,4,2,0,0.667,377,329,48,14
Preston Pride,3,4,0,0.429,336,557,-221,13
Barrow Thorns,2,7,0,0.222,370,667,-297,13
Oldham Titans,2,6,0,0.25,419,568,-149,12
Stockport Falcons,0,9,0,0,355,791,-436,9
