Manchester Magic,6,0,0,1,627,232,395,18
Trafford,5,3,0,0.625,594,627,-33,18
Cheshire Wire,5,1,0,0.833,546,293,253,16
Liverpool,5,1,0,0.833,449,404,45,16
Manchester Magic II,3,5,0,0.375,475,590,-115,14
Oldham Titans,2,5,0,0.286,406,524,-118,11
Bury Blue Devils,1,7,0,0.125,369,645,-276,10
Stockport Falcons,1,6,0,0.143,399,550,-151,9
