Oldham Titans,5,1,0,0.833,398,245,153,16
Cheshire Wire II,4,1,0,0.8,414,305,109,13
Childwall Academy,4,1,0,0.8,390,304,86,13
Bury Blue Devils,2,3,0,0.4,236,328,-92,9
Manchester Magic II,1,5,0,0.167,307,371,-64,8
Sefton Stars,0,5,0,0,198,390,-192,5
