Sheffield Junior Saints,10,0,0,1,886,640,246,30
Leeds Force,8,4,0,0.667,905,810,95,28
Cheshire Wire,7,1,0,0.875,676,524,152,22
Northamptonshire Titans,6,4,0,0.6,806,775,31,22
Manchester Magic,6,3,0,0.667,733,559,174,21
Bradford College Dragons,6,3,0,0.667,681,645,36,21
City Of Birmingham,5,6,0,0.455,787,738,49,21
Team Birmingham,3,6,0,0.333,586,602,-16,14
Notts Nova,2,8,0,0.2,598,751,-153,14
Toxteth Tigers,1,10,0,0.091,625,895,-270,13
Trafford,1,10,0,0.091,581,925,-344,13
